,,,,,,,,,,,,,,,,,,,
420,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1 Brand,Model,Type,FL,Diam.,AFOV,Wt.,Eye Relief,Mfr's Field Stop ,Calc.FieldStop,Coatings,Edge black,Elem.,Mag.,Exit Pupil,TFOV,other currency, Price ,420,6.00
Astromania,Planetary,General Use,4.5,1.25,58,,16.0,?,4.6,FC,?,5,93,0.8,0.62,, $ 39.99 ,420,6.00
Astromania,Planetary,General Use,5,1.25,58,,16.0,?,5.1,FC,?,5,84,0.8,0.69,, $ 36.40 ,420,6.00
Astromania,Planetary,General Use,6,1.25,58,,16.0,?,6.1,FC,?,5,70,1.0,0.83,, $ 36.40 ,420,6.00
Astromania,Planetary,General Use,7,1.25,58,,16.0,?,7.1,FC,?,5,60,1.2,0.97,, $ 36.98 ,420,6.00
Astromania,Planetary,General Use,7.5,1.25,58,,16.0,?,7.6,FC,?,5,56,1.3,1.04,, $ 36.40 ,420,6.00
Astromania,Planetary,General Use,8,1.25,58,,16.0,?,8.1,FC,?,5,53,1.3,1.10,, $ 34.80 ,420,6.00
Astromania,Planetary,General Use,9,1.25,58,,16.0,?,9.1,FC,?,5,47,1.5,1.24,, $ 36.40 ,420,6.00
Astromania,Planetary,General Use,15,1.25,58,,16.0,?,15.2,FC,?,5,28,2.5,2.07,, $ 44.00 ,420,6.00
Astromania,Planetary,General Use,20,1.25,58,,16.0,?,20.2,FC,?,5,21,3.3,2.76,, $ 44.00 ,420,6.00
Astromania,Planetary,General Use,25,1.25,58,,16.0,?,25.3,FC,?,5,17,4.2,3.45,, $ 44.00 ,420,6.00
Astromania,Plossl,Plossl,4,1.25,50,,2.8,?,3.5,?,?,4,105,0.7,0.48,, $ 12.99 ,420,6.00
Astromania,Plossl,Plossl,6,1.25,50,,4.2,?,5.2,?,?,4,70,1.0,0.71,, $ 12.99 ,420,6.00
Astromania,Plossl,Plossl,8,1.25,50,,5.6,?,7.0,?,?,4,53,1.3,0.95,, $ 13.99 ,420,6.00
Astromania,Plossl,Plossl,10,1.25,50,,7.0,?,8.7,?,?,4,42,1.7,1.19,, $ 18.99 ,420,6.00
Astromania,Plossl,Plossl,12.5,1.25,50,,8.8,?,10.9,?,?,4,34,2.1,1.49,, $ 14.99 ,420,6.00
Astromania,Plossl,Plossl,13,1.25,50,,9.1,?,11.3,?,?,4,32,2.2,1.55,, $ 14.96 ,420,6.00
Astromania,Plossl,Plossl,15,1.25,50,,10.5,?,13.1,?,?,4,28,2.5,1.79,, $ 20.99 ,420,6.00
Astromania,Plossl,Plossl,17,1.25,50,,11.9,?,14.8,?,?,4,25,2.8,2.02,, $ 16.99 ,420,6.00
Astromania,Plossl,Plossl,20,1.25,50,,14.0,?,17.5,?,?,4,21,3.3,2.38,, $ 16.99 ,420,6.00
Astromania,Plossl,Plossl,25,1.25,50,,17.5,?,21.8,?,?,4,17,4.2,2.98,, $ 19.99 ,420,6.00
Astromania,Plossl,Plossl,32,1.25,50,,22.4,?,27.9,?,?,4,13,5.3,3.81,, $ 25.99 ,420,6.00
Astromania,Plossl,Plossl,40,1.25,50,,28.0,?,34.9,?,?,4,11,6.7,4.76,, $ 24.00 ,420,6.00
Astromania,Plossl,Plossl,56,2.00,50,,39.2,?,48.9,?,?,4,8,9.3,6.67,, $ 51.99 ,420,6.00
Astromania,Premium Flatfield,General Use,8,1.25,60,,9.5,9.6,8.4,FMC,?,7,53,1.3,1.31,, $ 50.40 ,420,6.00
Astromania,Premium Flatfield,General Use,16,1.25,60,,19.0,16.5,16.8,FMC,?,6,26,2.7,2.25,, $ 52.99 ,420,6.00
Astromania,Premium Flatfield,General Use,19,1.25,65,,18.5,21.2,21.6,FMC,?,5,22,3.2,2.89,, $ 50.39 ,420,6.00
Astromania,Premium Flatfield,General Use,27,1.25,53,,23.0,24.4,25.0,FMC,?,5,16,4.5,3.33,, $ 50.39 ,420,6.00
Astromania,Super Plossl,Plossl,4,1.25,50,,2.8,?,3.5,?,?,4,105,0.7,0.48,, $ 24.00 ,420,6.00
Astromania,Super Plossl,Plossl,6.3,1.25,50,,4.4,?,5.5,?,?,4,67,1.1,0.75,, $ 29.99 ,420,6.00
Astromania,Super Plossl,Plossl,7.5,1.25,50,,5.3,?,6.5,?,?,4,56,1.3,0.89,, $ 32.99 ,420,6.00
Astromania,Super Plossl,Plossl,10,1.25,50,,7.0,?,8.7,?,?,4,42,1.7,1.19,, $ 33.99 ,420,6.00
Astromania,Super Plossl,Plossl,12.5,1.25,50,,8.8,?,10.9,?,?,4,34,2.1,1.49,, $ 31.85 ,420,6.00
Astromania,Super Plossl,Plossl,15,1.25,50,,10.5,?,13.1,?,?,4,28,2.5,1.79,, $ 31.85 ,420,6.00
Astromania,Super Plossl,Plossl,17,1.25,50,,11.9,?,14.8,?,?,4,25,2.8,2.02,, $ 34.99 ,420,6.00
Astromania,Super Plossl,Plossl,20,1.25,50,,14.0,?,17.5,?,?,4,21,3.3,2.38,, $ 40.99 ,420,6.00
Astromania,Super Plossl,Plossl,26,1.25,50,,18.2,?,22.7,?,?,4,16,4.3,3.10,, $ 31.85 ,420,6.00
Astromania,Super Plossl,Plossl,32,1.25,50,,22.4,?,27.9,?,?,4,13,5.3,3.81,, $ 39.20 ,420,6.00
Astromania,Super Plossl,Plossl,40,1.25,40,,28.0,?,27.9,?,?,4,11,6.7,3.81,, $ 46.99 ,420,6.00
Astromania,Super Plossl,Plossl,56,2.00,50,,39.2,?,48.9,?,?,4,8,9.3,6.67,, $ 61.99 ,420,6.00
Astromania,SWA,UltraWideField,7,1.25,82,,?,?,10.0,?,?,?,60,1.2,1.37,, $ 104.39 ,420,6.00
Astromania,SWA,UltraWideField,10,1.25,82,,?,?,14.3,?,?,?,42,1.7,1.95,, $ 104.39 ,420,6.00
Astromania,SWA,UltraWideField,15,1.25,82,,?,?,21.5,?,?,?,28,2.5,2.93,, $ 104.39 ,420,6.00
Astromania,SWA,UltraWideField,19,2.00,82,,?,?,27.2,?,?,?,22,3.2,3.71,, $ 133.19 ,420,6.00
Astromania,SWA,UltraWideField,23,2.00,82,,?,?,32.9,?,?,?,18,3.8,4.49,, $ 172.79 ,420,6.00
Astromania,SWA,UltraWideField,32,2.00,82,,?,?,45.8,?,?,?,13,5.3,6.25,, $ 182.69 ,420,6.00
Astromania,SWA,Wide-Field,3.5,1.25/2.00,70,,20.0,?,4.3,FMC,?,8,120,0.6,0.58,, $ 118.99 ,420,6.00
Astromania,SWA,Wide-Field,5,1.25/2.00,70,,20.0,?,6.1,FMC,?,8,84,0.8,0.83,, $ 118.99 ,420,6.00
Astromania,SWA,Wide-Field,8,1.25/2.00,70,,20.0,?,9.8,FMC,?,8,53,1.3,1.33,, $ 113.40 ,420,6.00
Astromania,SWA,Wide-Field,13,1.25/2.00,70,,20.0,?,15.9,FMC,?,8,32,2.2,2.17,, $ 113.40 ,420,6.00
Astromania,SWA,Wide-Field,17,1.25/2.00,70,,20.0,?,20.8,FMC,?,8,25,2.8,2.83,, $ 113.40 ,420,6.00
Astromania,SWA,Wide-Field,22,2.00,70,,20.0,?,26.9,FMC,?,8,19,3.7,3.67,, $ 113.40 ,420,6.00
Astromania,SWA,Wide-Field,32,2.00,70,,20.0,40.0,39.1,FMC,?,8,13,5.3,5.46,, $ 113.40 ,420,6.00
Astromania,UltraWide 80,UltraWideField,11,1.25,80,,16.0,?,15.4,FMC,?,?,38,1.8,2.10,, $ 36.99 ,420,6.00
Astromania,UltraWide 80,UltraWideField,15,2.00,80,,16.0,?,20.9,FMC,?,?,28,2.5,2.86,, $ 66.40 ,420,6.00
Astromania,UltraWide 80,UltraWideField,16,1.25,80,,16.0,?,22.3,FMC,?,?,26,2.7,3.05,, $ 39.20 ,420,6.00
Astromania,UltraWide 80,UltraWideField,20,2.00,80,,16.0,?,27.9,FMC,?,?,21,3.3,3.81,, $ 86.40 ,420,6.00
Astromania,UltraWide 80,UltraWideField,30,2.00,80,,16.0,?,41.9,FMC,?,?,14,5.0,5.71,, $ 90.90 ,420,6.00
Astromania,UWA,Wide-Field,6,1.25,66,,14.8,?,6.9,MC,?,5,70,1.0,0.94,, $ 38.35 ,420,6.00
Astromania,UWA,Wide-Field,9,1.25,66,,15.0,?,10.4,MC,?,6,47,1.5,1.41,, $ 39.75 ,420,6.00
Astromania,UWA,Wide-Field,15,1.25,66,,13.0,?,17.3,MC,?,4,28,2.5,2.36,, $ 39.75 ,420,6.00
Astromania,UWA,Wide-Field,20,1.25,66,,18.0,?,23.0,MC,?,4,21,3.3,3.14,, $ 48.75 ,420,6.00
Astromania,Zoom,Zoom,7-21,1.25,30-43,,33-16,?, ,FC,?,4,N/A,N/A,N/A,, $ 47.99 ,420,6.00
Astromania,Zoom,Zoom,8-24,1.25,?,,,?, ,FC,?,?,N/A,N/A,N/A,, $ 50.46 ,420,6.00
ATC (Czech),Erfle,Erfle,11,1.25,60,,?,9.3,11.5,?,?,4,38,1.8,1.27," $ 4,740.00 ", $ 183.91 ,420,6.00
ATC (Czech),Erfle,Erfle,13,1.25,59,,?,?,13.4,?,?,4,32,2.2,1.83," $ 2,950.00 ", $ 114.46 ,420,6.00
ATC (Czech),Erfle,Erfle,13,1.25,60,,?,?,13.6,?,?,4,32,2.2,1.86," $ 4,740.00 ", $ 183.91 ,420,6.00
ATC (Czech),Erfle,Erfle,16,1.25,60,,?,?,16.8,?,?,4,26,2.7,2.29," $ 4,740.00 ", $ 183.91 ,420,6.00
ATC (Czech),Erfle,Erfle,90,4.25,60,,?,104.0,94.2,?,?,?,5,15.0,14.19,, $ -   ,420,6.00
ATC (Czech),Kellner,Kellner,20,1.25,50,,?,?,17.5,?,?,3,21,3.3,2.38," $ 1,860.00 ", $ 72.17 ,420,6.00
ATC (Czech),Kellner,Kellner,32,1.25,46,105,?,27.2,25.7,?,?,3,13,5.3,3.71," $ 3,980.00 ", $ 154.42 ,420,6.00
ATC (Czech),Kellner,Kellner,40,1.25,38,,?,27.2,26.5,?,?,3,11,6.7,3.71," $ 3,980.00 ", $ 154.42 ,420,6.00
ATC (Czech),Kellner,Kellner,60,1.25,26,,?,27.2,27.2,?,?,3,7,10.0,3.71," $ 6,290.00 ", $ 244.05 ,420,6.00
ATC (Czech),Kellner,Kellner,60,2.00,38,,?,39.5,39.8,?,?,3,7,10.0,5.39," $ 11,920.00 ", $ 462.50 ,420,6.00
ATC (Czech),N,Wide-Field,3,1.25,68,,?,?,3.6,?,?,6,140,0.5,0.49," $ 4,870.00 ", $ 188.96 ,420,6.00
ATC (Czech),N,Wide-Field,4,1.25,68,,?,?,4.7,?,?,6,105,0.7,0.65," $ 4,870.00 ", $ 188.96 ,420,6.00
ATC (Czech),N,Wide-Field,5.5,1.25,68,,?,?,6.5,?,?,6,76,0.9,0.89," $ 4,870.00 ", $ 188.96 ,420,6.00
ATC (Czech),N,Wide-Field,7,1.25,68,,?,?,8.3,?,?,6,60,1.2,1.13," $ 4,870.00 ", $ 188.96 ,420,6.00
ATC (Czech),N,Wide-Field,8,1.25,68,,?,?,9.5,?,?,6,53,1.3,1.30," $ 4,870.00 ", $ 188.96 ,420,6.00
ATC (Czech),N,Wide-Field,10,1.25,64,,?,?,11.2,?,?,6,42,1.7,1.52," $ 4,870.00 ", $ 188.96 ,420,6.00
ATC (Czech),Plossl,Plossl,20,1.25,60,,?,?,20.9,?,?,4,21,3.3,2.86," $ 4,740.00 ", $ 183.91 ,420,6.00
ATC (Czech),Plossl,Plossl,26,1.25,60,105,?,27.2,27.2,FMC,?,4,16,4.3,3.71," $ 4,520.00 ", $ 175.38 ,420,6.00
ATC (Czech),Plossl,Plossl,26,1.25,60,,?,?,27.2,?,?,4,16,4.3,3.71," $ 5,680.00 ", $ 220.38 ,420,6.00
ATC (Czech),Plossl,Plossl,40,2.00,60,,?,?,41.9,?,?,4,11,6.7,5.71," $ 8,560.00 ", $ 332.13 ,420,6.00
ATC (Czech),Plossl,Plossl,53,2.00,50,310,?,43.5,46.3,?,?,4,8,8.8,5.93," $ 4,990.00 ", $ 193.61 ,420,6.00
ATC (Czech),Plossl,Plossl,53,2.00,50,,?,43.5,46.3,?,?,4,8,8.8,5.93," $ 7,360.00 ", $ 285.57 ,420,6.00
ATC (Czech),Ultra Wide,UWA,8,1.25,94,,?,?,13.1,?,?,?,53,1.3,1.79," $ 17,680.00 ", $ 685.98 ,420,6.00
Baader Planetarium,Classic Ortho,Orthoscopic,6,1.25,49,40,4.5,5.0,5.1,FMC,?,4,70,1.0,0.68,, $ 79.99 ,420,6.00
Baader Planetarium,Classic Ortho,Orthoscopic,10,1.25,50,52,7.5,8.7,8.7,FMC,?,4,42,1.7,1.19,, $ 79.99 ,420,6.00
Baader Planetarium,Classic Ortho,Orthoscopic,18,1.25,53,85,13.5,16.8,16.7,FMC,?,4,23,3.0,2.29,, $ 79.99 ,420,6.00
Baader Planetarium,Classic Plossl,Plossl,32,1.25,43,104,22.4,24.1,24.0,FMC,?,4,13,5.3,3.29,, $ 79.99 ,420,6.00
Baader Planetarium,Hyperion,Wide-Field,5,1.25/2.00,68,416,20.0,6.5,5.9,FMC,Y,8,84,0.8,0.89,, $ 147.99 ,420,6.00
Baader Planetarium,Hyperion,Wide-Field,8,1.25/2.00,68,381,20.0,10.7,9.5,FMC,Y,8,53,1.3,1.46,, $ 147.99 ,420,6.00
Baader Planetarium,Hyperion,Wide-Field,10,1.25/2.00,68,385,20.0,15.0,11.9,FMC,Y,8,42,1.7,2.05,, $ 147.99 ,420,6.00
Baader Planetarium,Hyperion,Wide-Field,13,1.25/2.00,68,390,20.0,17.7,15.4,FMC,Y,8,32,2.2,2.41,, $ 147.99 ,420,6.00
Baader Planetarium,Hyperion,Wide-Field,17,1.25/2.00,68,395,20.0,20.9,20.2,FMC,Y,8,25,2.8,2.85,, $ 147.99 ,420,6.00
Baader Planetarium,Hyperion,Wide-Field,21,1.25/2.00,68,388,20.0,24.9,24.9,FMC,Y,8,20,3.5,3.40,, $ 147.99 ,420,6.00
Baader Planetarium,Hyperion,Wide-Field,24,1.25/2.00,68,330,20.0,28.5,28.5,FMC,Y,6,18,4.0,3.89,, $ 147.99 ,420,6.00
Baader Planetarium,Hyperion Aspheric,Wide-Field,31,2.00,72,390,18.0,38.0,39.0,FMC,Y,6,14,5.2,5.18,, $ 209.99 ,420,6.00
Baader Planetarium,Hyperion Aspheric,Wide-Field,36,2.00,72,415,20.0,44.0,45.2,FMC,Y,6,12,6.0,6.00,, $ 219.99 ,420,6.00
Baader Planetarium,Mark IV Zoom w/click-stops,Zoom,8-24,1.25,44-68,290,16-19,?, ,FMC,?,7,N/A,N/A,N/A,, $ 289.99 ,420,6.00
Baader Planetarium,Morpheus,Wide-Field,4.5,1.25/2.00,76,358,17.5,6.1,6.0,FMC,Y,8,93,0.8,0.83,, $ 239.99 ,420,6.00
Baader Planetarium,Morpheus,Wide-Field,6.5,1.25/2.00,76,326,18.5,8.8,8.6,FMC,Y,8,65,1.1,1.19,, $ 239.99 ,420,6.00
Baader Planetarium,Morpheus,Wide-Field,9,1.25/2.00,76,328,21.0,12.1,11.9,FMC,Y,8,47,1.5,1.65,, $ 239.99 ,420,6.00
Baader Planetarium,Morpheus,Wide-Field,12.5,1.25/2.00,76,315,20.0,16.8,16.6,FMC,Y,8,34,2.1,2.29,, $ 239.99 ,420,6.00
Baader Planetarium,Morpheus,Wide-Field,14,1.25/2.00,76,363,18.5,18.9,18.6,FMC,Y,8,30,2.3,2.57,, $ 239.99 ,420,6.00
Baader Planetarium,Morpheus,Wide-Field,17.5,1.25/2.00,76,305,23.0,23.6,23.2,FMC,Y,8,24,2.9,3.21,, $ 239.99 ,420,6.00
Brandon,Brandon Orthoscopic,Chester Brandon,6,1.25,42,28,4.8,4.4,4.4,FC,N,4,70,1.0,0.60,, $ 235.00 ,420,6.00
Brandon,Brandon Orthoscopic,Chester Brandon,8,1.25,43,34,6.4,6.0,6.0,FC,N,4,53,1.3,0.82,, $ 235.00 ,420,6.00
Brandon,Brandon Orthoscopic,Chester Brandon,12,1.25,43,40,9.6,8.9,9.0,FC,N,4,35,2.0,1.21,, $ 235.00 ,420,6.00
Brandon,Brandon Orthoscopic,Chester Brandon,16,1.25,43,43,12.8,11.9,12.0,FC,N,4,26,2.7,1.62,, $ 235.00 ,420,6.00
Brandon,Brandon Orthoscopic,Chester Brandon,24,1.25,52,82,19.2,21.7,21.8,FC,N,4,18,4.0,2.96,, $ 235.00 ,420,6.00
Brandon,Brandon Orthoscopic,Chester Brandon,32,1.25,45,88,25.6,25.0,25.1,FC,N,4,13,5.3,3.41,, $ 235.00 ,420,6.00
Brandon,Brandon Orthoscopic,Chester Brandon,48,2.00,45,303,38.4,37.0,37.7,FC,N,4,9,8.0,5.05,, $ 345.00 ,420,6.00
Bresser,Modified Plossl,Modified Plossl,20,1.25,60,100,15.0,?,20.9,FMC,Y,5,21,3.3,2.86,49, $ 54.39 ,420,6.00
Bresser,Modified Plossl,Modified Plossl,26,1.25,60,18,19.0,?,27.2,FMC,Y,5,16,4.3,3.71,59, $ 65.49 ,420,6.00
Bresser,Modified Plossl,Modified Plossl,32,2.00,60,380,22.0,?,33.5,FMC,Y,5,13,5.3,4.57,99, $ 109.89 ,420,6.00
Bresser,Plossl,Plossl,5,1.25,50,,3.5,?,4.4,FMC,Y,4,84,0.8,0.60,29, $ 32.19 ,420,6.00
Bresser,Plossl,Plossl,6.5,1.25,50,,4.6,?,5.7,FMC,Y,4,65,1.1,0.77,29, $ 32.19 ,420,6.00
Bresser,Plossl,Plossl,10,1.25,50,,7.0,?,8.7,FMC,Y,4,42,1.7,1.19,29, $ 32.19 ,420,6.00
Bresser,Plossl,Plossl,15,1.25,50,,10.5,?,13.1,FMC,Y,4,28,2.5,1.79,29, $ 32.19 ,420,6.00
Bresser,Plossl,Plossl,20,1.25,50,,14.0,?,17.5,FMC,Y,4,21,3.3,2.38,29, $ 32.19 ,420,6.00
Bresser,Plossl,Plossl,25,1.25,50,,17.5,?,21.8,FMC,Y,4,17,4.2,2.98,29, $ 32.19 ,420,6.00
Bresser,Plossl,Plossl,30,1.25,50,,21.0,?,26.2,FMC,Y,4,14,5.0,3.57,29, $ 32.19 ,420,6.00
Bresser,Plossl,Plossl,40,1.25,40,,28.0,?,27.9,FMC,Y,4,11,6.7,3.81,32, $ 35.52 ,420,6.00
Bresser,Wide Angle,Wide-Field,10,1.25,70,74,7.0,?,12.2,FMC,?,5,42,1.7,1.67,45, $ 49.95 ,420,6.00
Bresser,Wide Angle,Wide-Field,15,1.25,70,91,10.5,?,18.3,FMC,?,5,28,2.5,2.50,50, $ 55.50 ,420,6.00
Bresser,Wide Angle,Wide-Field,20,1.25,70,116,14.0,?,24.4,FMC,?,5,21,3.3,3.33,55, $ 61.05 ,420,6.00
Bresser,Wide Angle,Wide-Field,25,2.00,70,332,17.5,?,,FMC,?,5,17,4.2,4.17,, $ 99.99 ,420,6.00
Bresser,Wide Angle,Wide-Field,30,2.00,70,382,21.0,?,,FMC,?,5,14,5.0,5.00,85, $ 94.35 ,420,6.00
Bresser,Wide Angle,Wide-Field,35,2.00,70,530,24.5,?,,FMC,?,5,12,5.8,5.83,92.61, $ 102.80 ,420,6.00
BST (Barsta),58 degree Series,Planetary,2.5,1.25,58,,16.0,?,2.5,FMC,?,5,168,0.4,0.35,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,3.2,1.25,58,,16.0,?,3.2,FC,?,5,131,0.5,0.44,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,4,1.25,58,,16.0,?,4.0,FC,?,5,105,0.7,0.55,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,4.5,1.25,58,,16.0,?,4.6,FC,?,5,93,0.8,0.62,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,5,1.25,58,,16.0,?,5.1,FC,?,5,84,0.8,0.69,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,6,1.25,58,,16.0,?,6.1,FC,?,5,70,1.0,0.83,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,7,1.25,58,,16.0,?,7.1,FC,?,5,60,1.2,0.97,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,8,1.25,58,,16.0,?,8.1,FC,?,5,53,1.3,1.10,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,9,1.25,58,,16.0,?,9.1,FC,?,5,47,1.5,1.24,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,15,1.25,58,,16.0,?,15.2,FC,?,5,28,2.5,2.07,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,20,1.25,58,,16.0,?,20.2,FC,?,5,21,3.3,2.76,, $ 55.00 ,420,6.00
BST (Barsta),58 degree Series,Planetary,25,1.25,58,,16.0,?,25.3,FC,?,5,17,4.2,3.45,, $ 55.00 ,420,6.00
BST (Barsta),Flat Field,Flat Field,8,1.25,60,,9.5,9.6,8.4,FMC,Y,7,53,1.3,1.31,, $ 69.00 ,420,6.00
BST (Barsta),Flat Field,Flat Field,12,1.25,60,,15.0,15.2,12.6,FMC,Y,7,35,2.0,2.07,, $ 69.00 ,420,6.00
BST (Barsta),Flat Field,Flat Field,16,1.25,60,,19.0,16.5,16.8,FMC,Y,6,26,2.7,2.25,, $ 69.00 ,420,6.00
BST (Barsta),Flat Field,Flat Field,19,1.25,65,,18.5,21.2,21.6,FMC,Y,5,22,3.2,2.89,, $ 69.00 ,420,6.00
BST (Barsta),Flat Field,Flat Field,27,1.25,53,,23.0,24.4,25.0,FMC,Y,5,16,4.5,3.33,, $ 69.00 ,420,6.00
Burgess Optical  ,Modified Erfle,Wide-Field,16,1.25,67,76,14.0,18.0,18.7,FMC,?,5,26,2.7,2.46,, coming ,420,6.00
Burgess Optical  ,Modified Erfle,Wide-Field,24,1.25,67,188,18.0,26.0,28.1,FMC,?,5,18,4.0,3.55,, $ 99.00 ,420,6.00
Burgess Optical  ,Modified Erfle,Wide-Field,35,2.00,67,460,18.0,39.0,40.9,FMC,?,5,12,5.8,5.32,, coming ,420,6.00
Burgess Optical  ,Symmetrical,Plossl,12.5,1.25,48,52,12.5,?,10.5,FMC,Y,4,34,2.1,1.43,, $ 15.00 ,420,6.00
Burgess Optical  ,Symmetrical,Plossl,30,1.25,55,114,18.0,?,28.8,FMC,Y,4,14,5.0,3.93,, $ 14.95 ,420,6.00
Burgess Optical  ,Ultra Mono,Monocentric,6,1.25,33,42,6.0,3.2,3.5,FMC,?,3,70,1.0,0.44,, $ 99.00 ,420,6.00
Burgess Optical  ,Ultra Mono,Monocentric,8,1.25,33,?,?,?,4.6,FMC,?,3,53,1.3,0.63,, coming ,420,6.00
Burgess Optical  ,Ultra Mono,Monocentric,10,1.25,33,50,8.0,5.5,5.8,FMC,?,3,42,1.7,0.75,, $ 99.00 ,420,6.00
Burgess Optical  ,Ultra Mono,Monocentric,16,1.25,33,?,?,?,9.2,FMC,?,3,26,2.7,1.26,, coming ,420,6.00
Celestron,E-Lux,Kellner,26,2.00,56,276,24.0,?,25.4,FC,?,3,16,4.3,3.47,, $ 54.95 ,420,6.00
Celestron,E-Lux,Kellner,32,2.00,56,328,28.0,?,31.3,FC,?,3,13,5.3,4.27,, $ 59.95 ,420,6.00
Celestron,E-Lux,Kellner,40,2.00,56,356,36.0,?,39.1,FC,?,3,11,6.7,5.33,, $ 64.95 ,420,6.00
Celestron,E-Lux,Plossl,6,1.25,50,,5.0,?,5.2,FC,?,4,70,1.0,0.71,, $ 25.95 ,420,6.00
Celestron,E-Lux,Plossl,10,1.25,50,,7.0,?,8.7,FC,?,4,42,1.7,1.19,, $ 25.95 ,420,6.00
Celestron,E-Lux,Plossl,25,1.25,50,,22.0,?,21.8,FC,?,4,17,4.2,2.98,, $ 25.95 ,420,6.00
Celestron,E-Lux,Plossl,40,1.25,50,,31.0,?,34.9,FC,?,4,11,6.7,4.76,, $ 39.95 ,420,6.00
Celestron,Luminos,UltraWideField,7,1.25,82,,12.0,15.0,10.0,FMC,Y,7,60,1.2,2.05,, $ 119.95 ,420,6.00
Celestron,Luminos,UltraWideField,10,1.25,82,,12.0,17.0,14.3,FMC,Y,7,42,1.7,2.32,, $ 119.95 ,420,6.00
Celestron,Luminos,UltraWideField,15,1.25,82,,17.0,26.0,21.5,FMC,Y,7,28,2.5,3.55,, $ 119.95 ,420,6.00
Celestron,Luminos,UltraWideField,19,2.00,82,,20.0,30.0,27.2,FMC,Y,6,22,3.2,4.09,, $ 175.95 ,420,6.00
Celestron,Luminos,UltraWideField,23,2.00,82,,20.0,37.0,32.9,FMC,Y,6,18,3.8,5.05,, $ 229.95 ,420,6.00
Celestron,Luminos,UltraWideField,31,2.00,82,,27.0,47.0,44.4,FMC,Y,6,14,5.2,6.41,, $ 274.95 ,420,6.00
Celestron,Omni,Plossl,4,1.25,50,,6.0,?,3.5,FMC,Y,4,105,0.7,0.48,, $ 33.95 ,420,6.00
Celestron,Omni,Plossl,6,1.25,50,,5.0,?,5.2,FMC,Y,4,70,1.0,0.71,, $ 33.95 ,420,6.00
Celestron,Omni,Plossl,9,1.25,50,,6.0,?,7.9,FMC,Y,4,47,1.5,1.07,, $ 33.95 ,420,6.00
Celestron,Omni,Plossl,12,1.25,50,,8.0,?,10.5,FMC,Y,4,35,2.0,1.43,, $ 33.95 ,420,6.00
Celestron,Omni,Plossl,15,1.25,50,,13.0,?,13.1,FMC,Y,4,28,2.5,1.79,, $ 35.95 ,420,6.00
Celestron,Omni,Plossl,32,1.25,48,,22.0,?,26.8,FMC,Y,4,13,5.3,3.66,, $ 57.95 ,420,6.00
Celestron,Omni,Plossl,40,1.25,40,,31.0,?,27.9,FMC,Y,4,11,6.7,3.81,, $ 57.95 ,420,6.00
Celestron,Omni,Plossl,56,2.00,47,,40.3,46.0,45.9,FMC,Y,4,8,9.3,6.28,, $ 99.95 ,420,6.00
Celestron,Ultima Edge,Wide-Field,10,1.25,60,,16.0,14.7,10.5,FMC,Y,5,42,1.7,2.01,, $ 89.95 ,420,6.00
Celestron,Ultima Edge,Wide-Field,15,1.25,65,,16.0,19.6,17.0,FMC,Y,8,28,2.5,2.67,, $ 129.95 ,420,6.00
Celestron,Ultima Edge,Wide-Field,18,1.25,65,,20.0,23.4,20.4,FMC,Y,8,23,3.0,3.19,, $ 139.95 ,420,6.00
Celestron,Ultima Edge,Wide-Field,24,1.25,65,,29.0,27.3,27.2,FMC,Y,8,18,4.0,3.72,, $ 219.95 ,420,6.00
Celestron,Ultima Edge,Wide-Field,30,2.00,70,,22.0,38.0,36.7,FMC,Y,9,14,5.0,5.18,, $ 239.95 ,420,6.00
Celestron,X-CEL LX,LER,2.3,1.25,60,,16.0,?,2.4,FMC,Y,6,183,0.4,0.33,, $ 92.95 ,420,6.00
Celestron,X-CEL LX,LER,5,1.25,60,,16.0,5.1,5.2,FMC,Y,6,84,0.8,0.70,, $ 92.95 ,420,6.00
Celestron,X-CEL LX,LER,7,1.25,60,,16.0,7.0,7.3,FMC,Y,6,60,1.2,0.95,, $ 92.95 ,420,6.00
Celestron,X-CEL LX,LER,9,1.25,60,,16.0,9.5,9.4,FMC,Y,6,47,1.5,1.30,, $ 92.95 ,420,6.00
Celestron,X-CEL LX,LER,12,1.25,60,,16.0,13.0,12.6,FMC,Y,6,35,2.0,1.77,, $ 92.95 ,420,6.00
Celestron,X-CEL LX,LER,18,1.25,60,,16.0,18.4,18.8,FMC,Y,6,23,3.0,2.51,, $ 92.95 ,420,6.00
